sample_index_202,sample_uid,timestamp,sample_time,latitude,longitude,depth_m,station,sample,source_file,match_status,hplc_repository_url
103,paceera_agg|125,20250112T10:36:00,2025-01-12T10:36:00,-4.144,59.905,6.0,FT7,HPLC36,8193875b42_OceanX_OXR20250108_HPLC_14-18_report.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
104,paceera_agg|126,20250113T06:20:00,2025-01-13T06:20:00,-6.183,56.799,6.0,FT8,HPLC37,8193875b42_OceanX_OXR20250108_HPLC_14-18_report.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
105,paceera_agg|127,20250113T06:20:00,2025-01-13T06:20:00,-6.183,56.799,6.0,FT8,HPLC38,8193875b42_OceanX_OXR20250108_HPLC_14-18_report.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
106,paceera_agg|87,20250113T07:56:09,2025-01-13T07:56:09,-6.187,56.799,54.06,5,HPLC43,8193875b42_OceanX_OXR20250108_HPLC_14-18_report.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
107,paceera_agg|88,20250113T07:56:09,2025-01-13T07:56:09,-6.187,56.799,55.06,5,HPLC44,8193875b42_OceanX_OXR20250108_HPLC_14-18_report.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
108,paceera_agg|89,20250113T08:04:19,2025-01-13T08:04:19,-6.187,56.799,6.0,5,HPLC39,8193875b42_OceanX_OXR20250108_HPLC_14-18_report.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
109,paceera_agg|90,20250113T08:04:19,2025-01-13T08:04:19,-6.187,56.799,6.0,5,HPLC40,8193875b42_OceanX_OXR20250108_HPLC_14-18_report.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
110,paceera_agg|91,20250113T08:04:19,2025-01-13T08:04:19,-6.187,56.799,30.0,5,HPLC41,8193875b42_OceanX_OXR20250108_HPLC_14-18_report.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
111,paceera_agg|92,20250113T08:04:19,2025-01-13T08:04:19,-6.187,56.799,30.0,5,HPLC42,8193875b42_OceanX_OXR20250108_HPLC_14-18_report.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
112,paceera_agg|128,20250113T11:34:00,2025-01-13T11:34:00,-6.398,56.483,6.0,FT9,HPLC45,8193875b42_OceanX_OXR20250108_HPLC_14-18_report.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
113,paceera_agg|129,20250113T11:34:00,2025-01-13T11:34:00,-6.398,56.483,6.0,FT9,HPLC46,8193875b42_OceanX_OXR20250108_HPLC_14-18_report.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
114,paceera_agg|104,20250114T06:21:00,2025-01-14T06:21:00,-7.64,53.655,6.0,FT10,HPLC47,8193875b42_OceanX_OXR20250108_HPLC_14-18_report.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
115,paceera_agg|105,20250114T06:21:00,2025-01-14T06:21:00,-7.64,53.655,6.0,FT10,HPLC48,8193875b42_OceanX_OXR20250108_HPLC_14-18_report.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
116,paceera_agg|93,20250114T07:38:55,2025-01-14T07:38:55,-7.64,53.655,52.0,6,HPLC53,8193875b42_OceanX_OXR20250108_HPLC_14-18_report.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
117,paceera_agg|94,20250114T07:38:55,2025-01-14T07:38:55,-7.64,53.655,52.0,6,HPLC54,8193875b42_OceanX_OXR20250108_HPLC_14-18_report.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
118,paceera_agg|95,20250114T07:47:09,2025-01-14T07:47:09,-7.64,53.655,7.79,6,HPLC50,8193875b42_OceanX_OXR20250108_HPLC_14-18_report.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
119,paceera_agg|96,20250114T07:47:09,2025-01-14T07:47:09,-7.64,53.655,40.0,6,HPLC51,8193875b42_OceanX_OXR20250108_HPLC_14-18_report.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
120,paceera_agg|97,20250114T07:47:09,2025-01-14T07:47:09,-7.64,53.655,40.0,6,HPLC52,8193875b42_OceanX_OXR20250108_HPLC_14-18_report.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
121,paceera_agg|106,20250114T11:37:00,2025-01-14T11:37:00,-7.803,53.278,6.0,FT11,HPLC55,8193875b42_OceanX_OXR20250108_HPLC_14-18_report.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
122,paceera_agg|107,20250114T11:37:00,2025-01-14T11:37:00,-7.803,53.278,6.0,FT11,HPLC56,8193875b42_OceanX_OXR20250108_HPLC_14-18_report.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
123,paceera_agg|108,20250115T06:03:00,2025-01-15T06:03:00,-9.163,49.998,6.0,FT12,HPLC57,8193875b42_OceanX_OXR20250108_HPLC_14-18_report.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
124,paceera_agg|109,20250115T06:03:00,2025-01-15T06:03:00,-9.163,49.998,6.0,FT12,HPLC58,8193875b42_OceanX_OXR20250108_HPLC_14-18_report.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
125,paceera_agg|100,20250115T08:25:00,2025-01-15T08:25:00,-9.163,49.998,68.0,7,HPLC61,8193875b42_OceanX_OXR20250108_HPLC_14-18_report.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
126,paceera_agg|101,20250115T08:25:00,2025-01-15T08:25:00,-9.163,49.998,68.0,7,HPLC62,8193875b42_OceanX_OXR20250108_HPLC_14-18_report.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
127,paceera_agg|102,20250115T08:25:00,2025-01-15T08:25:00,-9.163,49.998,72.0,7,HPLC63,8193875b42_OceanX_OXR20250108_HPLC_14-18_report.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
128,paceera_agg|103,20250115T08:25:00,2025-01-15T08:25:00,-9.163,49.998,72.0,7,HPLC64,8193875b42_OceanX_OXR20250108_HPLC_14-18_report.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
129,paceera_agg|98,20250115T08:25:00,2025-01-15T08:25:00,-9.163,49.998,6.0,7,HPLC59,8193875b42_OceanX_OXR20250108_HPLC_14-18_report.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
130,paceera_agg|99,20250115T08:25:00,2025-01-15T08:25:00,-9.163,49.998,6.0,7,HPLC60,8193875b42_OceanX_OXR20250108_HPLC_14-18_report.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
131,paceera_agg|110,20250115T11:33:00,2025-01-15T11:33:00,-9.557,49.514,6.0,FT13,HPLC65,8193875b42_OceanX_OXR20250108_HPLC_14-18_report.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
132,paceera_agg|111,20250115T11:33:00,2025-01-15T11:33:00,-9.557,49.514,6.0,FT13,HPLC66,8193875b42_OceanX_OXR20250108_HPLC_14-18_report.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
133,paceera_agg|5,20250116T20:05:00,2025-01-16T20:05:00,34.2828,-119.5658,,,,,unmatched,<HPLC_OPEN_REPOSITORY_URL>
134,paceera_agg|6,20250116T20:29:00,2025-01-16T20:29:00,34.2987,-119.54699999999998,,,,,unmatched,<HPLC_OPEN_REPOSITORY_URL>
135,paceera_agg|7,20250116T21:15:00,2025-01-16T21:15:00,34.3561,-119.614,,,,,unmatched,<HPLC_OPEN_REPOSITORY_URL>
136,paceera_agg|8,20250124T19:40:00,2025-01-24T19:40:00,34.2977,-119.8196,,,,,unmatched,<HPLC_OPEN_REPOSITORY_URL>
137,paceera_agg|171,20250403T17:45:00,2025-04-03T17:45:00,17.2042,-24.7331,6.0,ST2,LEG4-HPLC3,bd0d7d4e00_OceanX_OXR20250403_HPLC__14-27_report.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
138,paceera_agg|172,20250403T17:45:00,2025-04-03T17:45:00,17.2042,-24.7331,6.0,ST2,LEG4-HPLC4,bd0d7d4e00_OceanX_OXR20250403_HPLC__14-27_report.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
139,paceera_agg|173,20250403T20:45:00,2025-04-03T20:45:00,17.6169,-24.2051,6.0,ST3,LEG4-HPLC5,bd0d7d4e00_OceanX_OXR20250403_HPLC__14-27_report.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
140,paceera_agg|174,20250403T20:45:00,2025-04-03T20:45:00,17.6169,-24.2051,6.0,ST3,LEG4-HPLC6,bd0d7d4e00_OceanX_OXR20250403_HPLC__14-27_report.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
141,paceera_agg|175,20250403T22:45:00,2025-04-03T22:45:00,17.8479,-23.9095,6.0,ST4,LEG4-HPLC7,bd0d7d4e00_OceanX_OXR20250403_HPLC__14-27_report.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
142,paceera_agg|176,20250403T22:45:00,2025-04-03T22:45:00,17.8479,-23.9095,6.0,ST4,LEG4-HPLC8,bd0d7d4e00_OceanX_OXR20250403_HPLC__14-27_report.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
143,paceera_agg|177,20250404T11:30:00,2025-04-04T11:30:00,19.4411,-21.8579,6.0,ST5,LEG4-HPLC10,bd0d7d4e00_OceanX_OXR20250403_HPLC__14-27_report.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
144,paceera_agg|178,20250404T11:30:00,2025-04-04T11:30:00,19.4411,-21.8579,6.0,ST5,LEG4-HPLC9,bd0d7d4e00_OceanX_OXR20250403_HPLC__14-27_report.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
145,paceera_agg|179,20250404T14:30:00,2025-04-04T14:30:00,19.784,-21.414,6.0,ST6,LEG4-HPLC11,bd0d7d4e00_OceanX_OXR20250403_HPLC__14-27_report.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
146,paceera_agg|180,20250404T14:30:00,2025-04-04T14:30:00,19.784,-21.414,6.0,ST6,LEG4-HPLC12,bd0d7d4e00_OceanX_OXR20250403_HPLC__14-27_report.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
147,paceera_agg|181,20250404T17:30:00,2025-04-04T17:30:00,20.1846,-20.9967,,,,,unmatched,<HPLC_OPEN_REPOSITORY_URL>
148,paceera_agg|182,20250404T17:30:00,2025-04-04T17:30:00,20.1846,-20.9967,,,,,unmatched,<HPLC_OPEN_REPOSITORY_URL>
149,paceera_agg|183,20250404T20:30:00,2025-04-04T20:30:00,20.7499,-20.9576,,,,,unmatched,<HPLC_OPEN_REPOSITORY_URL>
150,paceera_agg|184,20250404T20:30:00,2025-04-04T20:30:00,20.7499,-20.9576,,,,,unmatched,<HPLC_OPEN_REPOSITORY_URL>
151,paceera_agg|185,20250405T10:30:00,2025-04-05T10:30:00,23.4795,-20.7659,,,,,unmatched,<HPLC_OPEN_REPOSITORY_URL>
152,paceera_agg|186,20250405T10:30:00,2025-04-05T10:30:00,23.4795,-20.7659,,,,,unmatched,<HPLC_OPEN_REPOSITORY_URL>
153,paceera_agg|165,20250405T13:30:00,2025-04-05T13:30:00,24.0594,-20.7251,,,,,unmatched,<HPLC_OPEN_REPOSITORY_URL>
154,paceera_agg|166,20250405T13:30:00,2025-04-05T13:30:00,24.0594,-20.7251,,,,,unmatched,<HPLC_OPEN_REPOSITORY_URL>
155,paceera_agg|167,20250405T15:30:00,2025-04-05T15:30:00,24.4287,-20.6987,,,,,unmatched,<HPLC_OPEN_REPOSITORY_URL>
156,paceera_agg|168,20250405T15:30:00,2025-04-05T15:30:00,24.4287,-20.6987,,,,,unmatched,<HPLC_OPEN_REPOSITORY_URL>
157,paceera_agg|169,20250405T18:30:00,2025-04-05T18:30:00,24.7587,-20.0825,,,,,unmatched,<HPLC_OPEN_REPOSITORY_URL>
158,paceera_agg|170,20250405T18:30:00,2025-04-05T18:30:00,24.7587,-20.0825,,,,,unmatched,<HPLC_OPEN_REPOSITORY_URL>
159,paceera_agg|27,20250430T21:52:00,2025-04-30T21:52:00,48.65,-126.66726666666666,5.0,P4,ML001A|ML001B|ML001C,64be8988f3_PVST_PBR_Line_P_2025-006_20250430_20250508_HPLC.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
160,paceera_agg|28,20250501T12:07:00,2025-05-01T12:07:00,48.74358333333333,-127.66623333333334,5.0,P6,ML002,64be8988f3_PVST_PBR_Line_P_2025-006_20250430_20250508_HPLC.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
161,paceera_agg|13,20250501T21:24:00,2025-05-01T21:24:00,48.81568333333333,-128.66595,5.0,EX1,ML004A|ML004B|ML004C,64be8988f3_PVST_PBR_Line_P_2025-006_20250430_20250508_HPLC.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
162,paceera_agg|15,20250502T12:39:00,2025-05-02T12:39:00,48.97128333333333,-130.66636666666668,5.0,P12,ML005,64be8988f3_PVST_PBR_Line_P_2025-006_20250430_20250508_HPLC.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
163,paceera_agg|14,20250502T21:52:00,2025-05-02T21:52:00,48.873383333333344,-130.34988333333334,5.0,P12.5,ML007A|ML007B|ML007C,64be8988f3_PVST_PBR_Line_P_2025-006_20250430_20250508_HPLC.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
164,paceera_agg|16,20250503T12:21:00,2025-05-03T12:21:00,49.0908,-132.2386,5.0,P13.5,ML008,64be8988f3_PVST_PBR_Line_P_2025-006_20250430_20250508_HPLC.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
165,paceera_agg|17,20250503T20:29:00,2025-05-03T20:29:00,49.20005,-133.66513333333333,5.0,P15,ML010A|ML010B|ML010C,64be8988f3_PVST_PBR_Line_P_2025-006_20250430_20250508_HPLC.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
166,paceera_agg|18,20250504T12:16:00,2025-05-04T12:16:00,49.28606666666667,-134.6661333333333,5.0,P16,ML011,64be8988f3_PVST_PBR_Line_P_2025-006_20250430_20250508_HPLC.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
167,paceera_agg|19,20250504T20:41:00,2025-05-04T20:41:00,49.35094999999999,-135.6644,5.0,P17,ML013A|ML013B|ML013C,64be8988f3_PVST_PBR_Line_P_2025-006_20250430_20250508_HPLC.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
168,paceera_agg|20,20250505T12:38:00,2025-05-05T12:38:00,49.519866666666665,-137.94455,5.0,P19.4,ML014,64be8988f3_PVST_PBR_Line_P_2025-006_20250430_20250508_HPLC.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
169,paceera_agg|21,20250505T20:29:00,2025-05-05T20:29:00,49.56973333333333,-138.65953333333334,5.0,P20,ML016A|ML016B,64be8988f3_PVST_PBR_Line_P_2025-006_20250430_20250508_HPLC.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
170,paceera_agg|22,20250506T12:30:00,2025-05-06T12:30:00,49.70036666666667,-140.6639166666667,5.0,P22,ML017,64be8988f3_PVST_PBR_Line_P_2025-006_20250430_20250508_HPLC.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
171,paceera_agg|23,20250506T20:58:00,2025-05-06T20:58:00,49.76636666666667,-141.66435,5.0,P23,ML019A|ML019B|ML019C,64be8988f3_PVST_PBR_Line_P_2025-006_20250430_20250508_HPLC.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
172,paceera_agg|25,20250507T17:13:00,2025-05-07T17:13:00,49.99868333333333,-144.84353333333334,5.0,P25.5,ML020,64be8988f3_PVST_PBR_Line_P_2025-006_20250430_20250508_HPLC.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
173,paceera_agg|26,20250507T21:23:00,2025-05-07T21:23:00,49.9969,-144.99423333333334,5.0,P26,ML022A|ML022B|ML022C,64be8988f3_PVST_PBR_Line_P_2025-006_20250430_20250508_HPLC.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
174,paceera_agg|24,20250508T12:41:00,2025-05-08T12:41:00,49.99766666666667,-143.26415,5.0,P24.7,ML023,64be8988f3_PVST_PBR_Line_P_2025-006_20250430_20250508_HPLC.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
175,paceera_agg|157,20250515T19:33:00,2025-05-15T19:33:00,34.2946,-119.71930000000002,,,,,unmatched,<HPLC_OPEN_REPOSITORY_URL>
176,paceera_agg|158,20250515T20:15:00,2025-05-15T20:15:00,34.2925,-119.7352,,,,,unmatched,<HPLC_OPEN_REPOSITORY_URL>
177,paceera_agg|196,20250516T12:14:00,2025-05-16T12:14:00,48.5394,-124.79216666666667,5.0,NPP,ML026,c83facbafd_PVST_PBR_La_Persouse_2025-004_20250516_20250522_HPLC.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
178,paceera_agg|187,20250516T21:14:00,2025-05-16T21:14:00,48.48186666666667,-125.25483333333334,5.0,C1,ML028,c83facbafd_PVST_PBR_La_Persouse_2025-004_20250516_20250522_HPLC.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
179,paceera_agg|197,20250517T11:55:00,2025-05-17T11:55:00,48.25298333333333,-125.79433333333331,5.0,NPP,ML030,c83facbafd_PVST_PBR_La_Persouse_2025-004_20250516_20250522_HPLC.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
180,paceera_agg|188,20250517T19:27:00,2025-05-17T19:27:00,48.057433333333336,-126.18850000000002,5.0,LB15.4,ML032A|ML032B|ML032C,c83facbafd_PVST_PBR_La_Persouse_2025-004_20250516_20250522_HPLC.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
181,paceera_agg|198,20250518T11:45:00,2025-05-18T11:45:00,48.417233333333336,-126.25183333333334,5.0,NPP,ML034,c83facbafd_PVST_PBR_La_Persouse_2025-004_20250516_20250522_HPLC.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
182,paceera_agg|190,20250518T19:48:00,2025-05-18T19:48:00,48.60758333333333,-125.89833333333333,5.0,LC06/B6,ML036A|ML036B|ML036C,c83facbafd_PVST_PBR_La_Persouse_2025-004_20250516_20250522_HPLC.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
183,paceera_agg|191,20250519T20:55:00,2025-05-19T20:55:00,48.478133333333325,-126.72116666666666,5.0,LD11,ML041A|ML041B|ML041C,c83facbafd_PVST_PBR_La_Persouse_2025-004_20250516_20250522_HPLC.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
184,paceera_agg|199,20250520T11:44:00,2025-05-20T11:44:00,48.99283333333333,-127.11918333333334,5.0,NPP,ML043,c83facbafd_PVST_PBR_La_Persouse_2025-004_20250516_20250522_HPLC.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
185,paceera_agg|192,20250520T20:00:00,2025-05-20T20:00:00,49.3132,-126.63683333333331,5.0,LG02,ML046A|ML046B|ML046C,c83facbafd_PVST_PBR_La_Persouse_2025-004_20250516_20250522_HPLC.csv,matched,<HPLC_OPEN_REPOSITORY_URL>
186,paceera_agg|200,20250521T11:43:00,2025-05-21T11:43:00,49.99981666666667,-127.99983333333331,,,,,unmatched,<HPLC_OPEN_REPOSITORY_URL>
187,paceera_agg|189,20250521T20:35:00,2025-05-21T20:35:00,49.810366666666674,-128.27966666666666,,,,,unmatched,<HPLC_OPEN_REPOSITORY_URL>
188,paceera_agg|201,20250522T11:49:00,2025-05-22T11:49:00,50.684583333333336,-129.47383333333337,,,,,unmatched,<HPLC_OPEN_REPOSITORY_URL>
189,paceera_agg|193,20250522T20:48:00,2025-05-22T20:48:00,50.6623,-129.0334,,,,,unmatched,<HPLC_OPEN_REPOSITORY_URL>
190,paceera_agg|194,20250522T20:48:00,2025-05-22T20:48:00,50.6623,-129.0334,,,,,unmatched,<HPLC_OPEN_REPOSITORY_URL>
191,paceera_agg|195,20250522T20:48:00,2025-05-22T20:48:00,50.6623,-129.0334,,,,,unmatched,<HPLC_OPEN_REPOSITORY_URL>
192,paceera_agg|159,20250529T17:45:00,2025-05-29T17:45:00,34.2798,-120.0258,,,,,unmatched,<HPLC_OPEN_REPOSITORY_URL>
193,paceera_agg|160,20250529T19:46:00,2025-05-29T19:46:00,34.2974,-119.8856,,,,,unmatched,<HPLC_OPEN_REPOSITORY_URL>
194,paceera_agg|161,20250529T20:31:00,2025-05-29T20:31:00,34.344,-119.866,,,,,unmatched,<HPLC_OPEN_REPOSITORY_URL>
195,paceera_agg|162,20250708T19:40:00,2025-07-08T19:40:00,34.3148,-119.6333,,,,,unmatched,<HPLC_OPEN_REPOSITORY_URL>
196,paceera_agg|163,20250708T20:30:00,2025-07-08T20:30:00,34.314,-119.65479999999998,,,,,unmatched,<HPLC_OPEN_REPOSITORY_URL>
197,paceera_agg|164,20250723T19:15:00,2025-07-23T19:15:00,34.3384,-119.81170000000002,,,,,unmatched,<HPLC_OPEN_REPOSITORY_URL>
198,paceera_agg|0,20250805T19:58:00,2025-08-05T19:58:00,34.2783,-120.0253,,,,,unmatched,<HPLC_OPEN_REPOSITORY_URL>
199,paceera_agg|1,20250822T19:50:00,2025-08-22T19:50:00,34.2844,-119.6109,,,,,unmatched,<HPLC_OPEN_REPOSITORY_URL>
200,paceera_agg|2,20250822T20:33:00,2025-08-22T20:33:00,34.2667,-119.6024,,,,,unmatched,<HPLC_OPEN_REPOSITORY_URL>
201,paceera_agg|3,20250828T19:43:00,2025-08-28T19:43:00,34.2827,-119.8099,,,,,unmatched,<HPLC_OPEN_REPOSITORY_URL>
202,paceera_agg|4,20250828T20:40:00,2025-08-28T20:40:00,34.3063,-119.80559999999998,,,,,unmatched,<HPLC_OPEN_REPOSITORY_URL>
